STATE,ALL_VAL_YR,E_COMMODITY,E_COMMODITY_LDESC,YEAR,MONTH,E_COMMODITY
ND,18527,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
NJ,30745371,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
NV,4032,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
NY,267976,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
OR,17593739,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
PA,5476025,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
SC,41873,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
SD,74097,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
TX,9605044,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
WA,26098685,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
WI,587541,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
XX,1535350,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,09,081040
-,35616739,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
AZ,764736,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
CA,12988252,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
DE,205217,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
FL,8280397,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
IL,23945,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
IN,4329,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
KS,40000,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
MA,34881,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
MD,441866,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
ME,15470,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
MI,191618,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
MO,4331,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
NC,94264,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
NJ,3892446,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
NY,759454,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
OR,507724,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
PA,5154910,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
TX,71023,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
WA,1251866,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
WI,408010,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
XX,482000,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2014,03,081040
-,18736456,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
AL,69604,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
AZ,55140,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
CA,6653260,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
DE,458972,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
FL,4543337,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
GA,228239,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
IL,464934,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
MD,22494,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
NC,288174,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
NJ,2094261,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
NY,173417,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
PA,3011581,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
TX,127296,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
WA,354675,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
WI,37250,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
XX,153822,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2015,02,081040
-,240242920,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
AL,25000,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
AR,158423,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
AZ,63967,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
CA,68210632,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
DC,180604,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
DE,682469,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
FL,45035518,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
GA,9150155,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
IL,1385024,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
IN,44785,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
KS,140000,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
KY,24970,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
MA,2110914,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
MD,367508,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
ME,22837353,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
MI,1852961,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
MN,169935,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
MO,10109,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
MS,157585,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
NC,4119442,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
ND,18339,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
NJ,30396012,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
NY,2113478,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
OR,13190666,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
PA,7779645,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
SC,126537,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
SD,43000,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
TN,25547,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
TX,786616,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
UT,338297,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
VA,6048,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
WA,21777379,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
WI,4466474,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
WV,12497,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
XX,2435031,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2013,12,081040
-,250062387,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
AZ,1973818,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
CA,74356764,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
CO,73986,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
DE,528422,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
FL,26760557,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
GA,10991790,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
IL,811905,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
MA,440822,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
ME,3911273,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
MI,823435,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
MN,4134,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
NC,3858269,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
ND,18527,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
NJ,45290297,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
NV,4032,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
NY,912893,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
OH,92145,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
OR,17691911,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
PA,16441201,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
SC,41873,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
SD,186584,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
TX,13844008,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
WA,26979083,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
WI,1811350,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
XX,2213308,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2020,12,081040
-,148886508,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
AZ,3921052,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
CA,46226849,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
CO,3343,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
DC,79488,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
DE,246484,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
FL,20725999,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
GA,11215177,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
IL,79666,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
MA,52662,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
ME,134880,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
MI,1962997,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
MN,19951,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
NC,6086034,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
NJ,22731296,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
NY,104281,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
OR,5650685,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
PA,6554798,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
SC,207512,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
TX,2843059,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
WA,18431863,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH",2018,07,081040
