STATE,ALL_VAL_MO,E_COMMODITY,E_COMMODITY_LDESC,YEAR,MONTH,E_COMMODITY
NJ,4140930,110313,GROATS AND MEAL OF CORN (MAIZE),2020,05,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2020,05,110313
OR,103371,110313,GROATS AND MEAL OF CORN (MAIZE),2020,05,110313
SC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2020,05,110313
TX,301519,110313,GROATS AND MEAL OF CORN (MAIZE),2020,05,110313
VA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2020,05,110313
WA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2020,05,110313
XX,66404,110313,GROATS AND MEAL OF CORN (MAIZE),2020,05,110313
IN,389252,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
-,5661327,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
CA,13996,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
FL,365561,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
IA,11426,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
IL,842847,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
KS,1723558,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
MI,2541,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
MN,12954,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
MO,218615,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
NE,70046,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
NJ,1856819,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
NY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
SC,11305,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
TX,70316,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
VA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
WA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
WI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
XX,72091,110313,GROATS AND MEAL OF CORN (MAIZE),2022,02,110313
-,5949027,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
AK,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
AL,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
AR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
CA,30356,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
FL,122090,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
GA,109037,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
IA,29952,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
IL,572530,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
IN,337863,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
KS,982665,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
KY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
LA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
MA,7625,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
MN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
MO,1015397,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
MS,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
NE,379647,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
NJ,1765018,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
NY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
SD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
TN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
TX,339173,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
WA,7904,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
WI,215254,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
XX,34516,110313,GROATS AND MEAL OF CORN (MAIZE),2016,12,110313
IA,4970,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
-,3007123,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
AL,0,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
CA,42800,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
FL,93838,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
GA,31863,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
IL,785392,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
IN,365436,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
KS,435663,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
MA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
MN,11510,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
MO,621640,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
MS,0,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
MT,2705,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
ND,11289,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
NE,100293,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
NJ,68417,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
NY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
SC,20767,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
TN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
TX,354663,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
WA,12046,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
XX,43831,110313,GROATS AND MEAL OF CORN (MAIZE),2018,09,110313
IA,9181,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
-,5568732,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
CA,18041,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
DE,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
FL,148401,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
GA,12693,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
IL,902890,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
IN,257160,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
KS,822557,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
KY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
MI,3204,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
MN,10757,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
MO,674015,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
ND,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
NE,103080,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
NJ,2187967,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
NY,25000,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
PA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
XX,38259,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
SC,21566,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
TX,322311,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
WA,11650,110313,GROATS AND MEAL OF CORN (MAIZE),2019,06,110313
IL,735612,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
-,3612574,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
CA,48141,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
FL,518549,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
GA,53995,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
IA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
IN,317519,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
KS,585272,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
MN,11240,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
MO,581284,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
ND,7706,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
NE,360079,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
NJ,2820,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
NY,10349,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
SC,46340,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
TX,286079,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
WA,5218,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
XX,42371,110313,GROATS AND MEAL OF CORN (MAIZE),2020,03,110313
-,4056584,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
AL,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
CA,2988,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
CT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
FL,312594,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
GA,105532,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
IA,14821,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
IL,768921,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
IN,264267,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
KS,790410,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
MA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
MO,870029,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
MS,12422,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
NC,5171,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
ND,15225,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
NE,314420,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
NJ,13384,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
NY,6154,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
TN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
TX,482693,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
WA,13578,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
WI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
XX,63975,110313,GROATS AND MEAL OF CORN (MAIZE),2017,11,110313
IA,20000,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
-,4239680,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
CA,4408,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
CT,2704,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
FL,106056,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
GA,56242,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
IL,732753,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
IN,352822,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
KS,956491,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
MO,687458,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
MT,2663,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
NE,126927,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
NJ,756980,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
NY,3225,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
TN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
TX,382568,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
WA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
WI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
XX,48383,110313,GROATS AND MEAL OF CORN (MAIZE),2017,09,110313
IN,308282,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
-,8652335,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
AZ,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
CA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
FL,219056,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
GA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
IA,264965,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
IL,805311,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
KS,226015,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
MN,169887,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
MO,2591028,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
MS,12403,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
NE,108847,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
NJ,3174034,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
NY,8208,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
PR,58662,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
SC,18028,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
TN,150423,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
TX,480957,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
WA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
WI,12870,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
XX,43359,110313,GROATS AND MEAL OF CORN (MAIZE),2013,04,110313
IL,561987,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
-,3629883,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
CA,48478,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
FL,324044,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
GA,37278,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
IA,28716,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
IN,228493,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
MO,1065262,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
KS,381460,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
MI,7820,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
MN,2929,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
MT,2547,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
ND,4175,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
NE,266067,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
NJ,254477,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
NY,18056,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
TN,35083,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
TX,320563,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
WA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
WI,5133,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
XX,37315,110313,GROATS AND MEAL OF CORN (MAIZE),2015,04,110313
-,6962232,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
AL,136474,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
AZ,8203,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
CA,38805,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
DE,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
FL,282217,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
GA,23154,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
IA,28360,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
IL,709356,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
IN,581181,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
KS,892450,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
KY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
MI,8020,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
MN,10023,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
MO,703352,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
ND,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
NE,165506,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
NJ,2895160,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
NV,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
NY,3688,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
PA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
