E_COMMODITY_LDESC,QTY_1_MO,UNIT_QY1,YEAR,MONTH,E_COMMODITY,STATE,ALL_VAL_MO,E_COMMODITY.1
"MILK AND CREAM, NOT CONCENTRATED, NOT SWEETENED, FAT CONTENT NOT EXCEEDING 1% BY WEIGHT",442257.0,L,2021,7,401100000,,,
"MILK AND CREAM, NOT CONCENTRATED, NOT SWEETENED, FAT CONTENT NOT EXCEEDING 1% BY WEIGHT",312531.0,L,2021,8,401100000,,,
"MILK AND CREAM, NOT CONCENTRATED, NOT SWEETENED, FAT CONTENT NOT EXCEEDING 1% BY WEIGHT",587935.0,L,2021,9,401100000,,,
"MILK AND CREAM, NOT CONCENTRATED, NOT SWEETENED, FAT CONTENT NOT EXCEEDING 1% BY WEIGHT",364480.0,L,2021,10,401100000,,,
"MILK AND CREAM, NOT CONCENTRATED, NOT SWEETENED, FAT CONTENT NOT EXCEEDING 1% BY WEIGHT",322999.0,L,2021,11,401100000,,,
"MILK AND CREAM, NOT CONCENTRATED, NOT SWEETENED, FAT CONTENT NOT EXCEEDING 1% BY WEIGHT",356695.0,L,2021,12,401100000,,,
"MILK AND CREAM, NOT CONCENTRATED, NOT SWEETENED, FAT CONTENT NOT EXCEEDING 1% BY WEIGHT",322075.0,L,2022,1,401100000,,,
"MILK AND CREAM, NOT CONCENTRATED, NOT SWEETENED, FAT CONTENT NOT EXCEEDING 1% BY WEIGHT",381514.0,L,2022,2,401100000,,,
"MILK AND CREAM, NOT CONCENTRATED, NOT SWEETENED, FAT CONTENT NOT EXCEEDING 1% BY WEIGHT",547037.0,L,2022,3,401100000,,,
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,-,469983.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,AZ,29016.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,CA,192676.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,FL,86566.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,GA,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,HI,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,IA,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,IL,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,MA,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,MD,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,MI,22485.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,MN,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,NY,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,OH,30588.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,OR,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,PR,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,SC,52241.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,TN,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,TX,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,UT,20502.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,VA,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,VT,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,WA,35909.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,WI,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,12,40110,XX,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,GA,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,-,900937.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,AZ,98652.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,CA,377256.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,CO,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,FL,35757.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,IL,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,KS,160522.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,MA,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,MI,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,MN,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,NY,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,OH,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,PA,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,PR,219468.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,SC,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,TN,5496.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,WI,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,TX,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,UT,3786.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2019,9,40110,WA,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,6,40110,NY,0.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,6,40110,-,578900.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,6,40110,AZ,2884.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,6,40110,CA,31555.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,6,40110,FL,73349.0,40110.0
"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",,,2016,6,40110,GA,0.0,40110.0
