YEAR,MONTH,National_Value,QTY_1_MO,UNIT_QY1,STATE,WI_Value,price,WI_QTY,date,WI_Mean,NAT_Mean
2018,5,110625541.0,264966601.0,KG,WI,1266076.0,0.4175074918215824,3032462.9492901284,2018-05-01,2479300.5209327624,219451000.75
2018,6,131860150.0,297149985.0,KG,WI,1706115.0,0.44374947553842214,3844770.7412609113,2018-06-01,2479300.5209327624,219451000.75
2018,7,112774726.0,248829585.0,KG,WI,228264.0,0.45322072935981467,503648.6312583903,2018-07-01,2479300.5209327624,219451000.75
2018,8,84057868.0,214304632.0,KG,WI,1405549.0,0.39223542307755627,3583432.0851793196,2018-08-01,2479300.5209327624,219451000.75
2018,9,88196887.0,213104235.0,KG,WI,318918.0,0.4138673593230092,770580.2180719825,2018-09-01,2479300.5209327624,219451000.75
2018,10,94803192.0,221492449.0,KG,WI,148578.0,0.42801997281631937,347128.660894899,2018-10-01,2479300.5209327624,219451000.75
2018,11,97784923.0,246781736.0,KG,WI,890527.0,0.3962405183826083,2247440.528381579,2018-11-01,2479300.5209327624,219451000.75
2018,12,81393259.0,202841833.0,KG,WI,307132.0,0.4012646592480753,765410.0427770807,2018-12-01,2479300.5209327624,219451000.75
2019,1,130809090.0,340155140.0,KG,WI,45957.0,0.38455714648321937,119506.29554092916,2019-01-01,215236.3750483721,210799320.66666666
2019,2,76688706.0,196960878.0,KG,WI,9064.0,0.3893600941401165,23279.22182168519,2019-02-01,215236.3750483721,210799320.66666666
2019,3,110984190.0,291707972.0,KG,WI,0.0,0.3804633422908305,0.0,2019-03-01,215236.3750483721,210799320.66666666
2019,4,89798897.0,241876480.0,KG,WI,0.0,0.3712593179791603,0.0,2019-04-01,215236.3750483721,210799320.66666666
2019,5,67459093.0,181656580.0,KG,WI,105349.0,0.37135507560474823,283688.0573893871,2019-05-01,215236.3750483721,210799320.66666666
2019,6,81495579.0,214406589.0,KG,WI,99057.0,0.38009829539333795,260608.9035403135,2019-06-01,215236.3750483721,210799320.66666666
2019,7,28699556.0,78542002.0,KG,WI,90783.0,0.36540392744254213,248445.60548483746,2019-07-01,215236.3750483721,210799320.66666666
2019,8,42410381.0,119555752.0,KG,WI,137856.0,0.35473308720436975,388618.950339352,2019-08-01,215236.3750483721,210799320.66666666
2019,9,65972411.0,175405633.0,KG,WI,38601.0,0.3761134113634766,102631.2777841786,2019-09-01,215236.3750483721,210799320.66666666
2019,10,80352812.0,225088143.0,KG,WI,88847.0,0.35698376169019264,248882.46899338134,2019-10-01,215236.3750483721,210799320.66666666
2019,11,95600277.0,253579240.0,KG,WI,215109.0,0.3770035630677022,570575.5092860244,2019-11-01,215236.3750483721,210799320.66666666
2019,12,77938197.0,210657439.0,KG,WI,124534.0,0.3699760016545155,336600.2104003766,2019-12-01,215236.3750483721,210799320.66666666
2020,1,89301006.0,244194128.0,KG,WI,100387.0,0.36569677875300916,274508.8440273114,2020-01-01,154484.66846598368,238777245.91666666
2020,2,81607715.0,224756677.0,KG,WI,19240.0,0.36309361790395217,52989.08890513599,2020-02-01,154484.66846598368,238777245.91666666
2020,3,83901066.0,228972459.0,KG,WI,71871.0,0.3664242693921543,196141.48407588765,2020-03-01,154484.66846598368,238777245.91666666
2020,4,83705525.0,224690979.0,KG,WI,58938.0,0.3725362067161584,158207.44114921923,2020-04-01,154484.66846598368,238777245.91666666
2020,5,83601967.0,229895149.0,KG,WI,49154.0,0.3636525927739345,135167.46745858263,2020-05-01,154484.66846598368,238777245.91666666
2020,6,78337489.0,234629463.0,KG,WI,0.0,0.333877459370906,0.0,2020-06-01,154484.66846598368,238777245.91666666
2020,7,81161329.0,241401220.0,KG,WI,200193.0,0.3362092743358961,595441.6349621381,2020-07-01,154484.66846598368,238777245.91666666
2020,8,80101708.0,233039410.0,KG,WI,0.0,0.34372601612748677,0.0,2020-08-01,154484.66846598368,238777245.91666666
2020,9,78041183.0,220203436.0,KG,WI,63557.0,0.3544049285407154,179334.4134961665,2020-09-01,154484.66846598368,238777245.91666666
2020,10,101380848.0,260330742.0,KG,WI,51866.0,0.38943094934212574,133184.07303687182,2020-10-01,154484.66846598368,238777245.91666666
2020,11,92197761.0,221093372.0,KG,WI,53728.0,0.41700825387022455,128841.57448049092,2020-11-01,154484.66846598368,238777245.91666666
2020,12,133965693.0,302119916.0,KG,WI,0.0,0.4434189403124288,0.0,2020-12-01,154484.66846598368,238777245.91666666
2021,1,129811845.0,271401571.0,KG,WI,74044.0,0.4783017449814246,154806.04195344425,2021-01-01,104319.83702434126,207250691.83333334
2021,2,158064293.0,310647496.0,KG,WI,126790.0,0.5088220411729957,249183.38778663945,2021-02-01,104319.83702434126,207250691.83333334
2021,3,99571958.0,206458329.0,KG,WI,17028.0,0.48228598227199637,35306.85241935285,2021-03-01,104319.83702434126,207250691.83333334
2021,4,84616871.0,179797768.0,KG,WI,38089.0,0.4706224773602306,80933.23594241626,2021-04-01,104319.83702434126,207250691.83333334
2021,5,98646553.0,209194319.0,KG,WI,64310.0,0.4715546458027859,136378.679697911,2021-05-01,104319.83702434126,207250691.83333334
2021,6,77368850.0,170526807.0,KG,WI,29726.0,0.453704912213597,65518.356093983566,2021-06-01,104319.83702434126,207250691.83333334
2021,7,112848761.0,264391249.0,KG,WI,61339.0,0.42682487195330737,143709.99449795464,2021-07-01,104319.83702434126,207250691.83333334
2021,8,76497204.0,187267631.0,KG,WI,25816.0,0.4084913318522196,63198.40345924277,2021-08-01,104319.83702434126,207250691.83333334
2021,9,53144489.0,129699483.0,KG,WI,34392.0,0.4097509702486632,83933.90741485915,2021-09-01,104319.83702434126,207250691.83333334
2021,10,72344266.0,173986132.0,KG,WI,34151.0,0.41580478379736613,82132.29219758757,2021-10-01,104319.83702434126,207250691.83333334
2021,11,76839913.0,186151201.0,KG,WI,42085.0,0.4127822575799551,101954.4789709093,2021-11-01,104319.83702434126,207250691.83333334
2021,12,83216014.0,197486316.0,KG,WI,23084.0,0.4213761018257083,54782.41385779424,2021-12-01,104319.83702434126,207250691.83333334
2022,1,90429071.0,207618688.0,KG,WI,50059.0,0.4355536193350764,114931.88846971568,2022-01-01,101433.74829941466,182242517.66666666
2022,2,82966803.0,172032020.0,KG,WI,0.0,0.482275351995518,0.0,2022-02-01,101433.74829941466,182242517.66666666
2022,3,98323959.0,167076845.0,KG,WI,111443.0,0.5884954255630096,189369.3564285283,2022-03-01,101433.74829941466,182242517.66666666
