E_COMMODITY_LDESC,QTY_1_MO,UNIT_QY1,YEAR,MONTH,E_COMMODITY
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",2465,KG,2018,5,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1535,KG,2018,6,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",82,KG,2018,7,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",139,KG,2018,8,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",596,KG,2018,9,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",6301,KG,2018,10,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",17993,KG,2018,11,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",12775,KG,2018,12,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",7016,KG,2019,1,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",5318,KG,2019,2,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",2533,KG,2019,3,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",2618,KG,2019,4,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1635,KG,2019,5,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1308,KG,2019,6,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",6144,KG,2019,7,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",455,KG,2019,8,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",128,KG,2019,9,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",2446,KG,2019,10,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",11530,KG,2019,11,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",11419,KG,2019,12,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",4454,KG,2020,1,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1334,KG,2020,2,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1122,KG,2020,3,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1386,KG,2020,4,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",865,KG,2020,5,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1477,KG,2020,6,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",732,KG,2020,7,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",881,KG,2020,8,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1015,KG,2020,9,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",2647,KG,2020,10,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1916,KG,2020,11,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",6558,KG,2020,12,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",4592,KG,2021,1,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",887,KG,2021,2,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1825,KG,2021,3,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",2385,KG,2021,4,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1109,KG,2021,5,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",2988,KG,2021,6,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1275,KG,2021,7,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",4040,KG,2021,8,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1430,KG,2021,9,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",526,KG,2021,10,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",19966,KG,2021,11,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",5693,KG,2021,12,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",2656,KG,2022,1,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1737,KG,2022,2,1211201090
"GINSENG ROOTS, WILD, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",1130,KG,2022,3,1211201090
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",24491,KG,2017,1,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",35394,KG,2017,2,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",38905,KG,2017,3,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",52771,KG,2017,4,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",28075,KG,2017,5,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",51349,KG,2017,6,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",9891,KG,2017,7,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",46625,KG,2017,8,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",11418,KG,2017,9,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",26072,KG,2017,10,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",55207,KG,2017,11,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",53085,KG,2017,12,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",69860,KG,2018,1,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",18839,KG,2018,2,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",28547,KG,2018,3,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",23974,KG,2018,4,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",50163,KG,2018,5,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",24986,KG,2018,6,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",3759,KG,2018,7,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",21144,KG,2018,8,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",4878,KG,2018,9,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",43191,KG,2018,10,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",50820,KG,2018,11,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",91290,KG,2018,12,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",33008,KG,2019,1,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",37960,KG,2019,2,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",23928,KG,2019,3,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",51815,KG,2019,4,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",68440,KG,2019,5,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",15895,KG,2019,6,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",3022,KG,2019,7,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",25748,KG,2019,8,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",19957,KG,2019,9,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",34394,KG,2019,10,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",86092,KG,2019,11,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",36545,KG,2019,12,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",34957,KG,2020,1,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",45762,KG,2020,2,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",34137,KG,2020,3,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",19139,KG,2020,4,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",51176,KG,2020,5,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",34892,KG,2020,6,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",21827,KG,2020,7,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",38647,KG,2020,8,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",8543,KG,2020,9,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",12738,KG,2020,10,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",31489,KG,2020,11,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",67669,KG,2020,12,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",35824,KG,2021,1,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",95055,KG,2021,2,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",126560,KG,2021,3,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",19994,KG,2021,4,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",25558,KG,2021,5,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",47195,KG,2021,6,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",8813,KG,2021,7,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",23275,KG,2021,8,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",19516,KG,2021,9,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",4450,KG,2021,10,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",21078,KG,2021,11,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",34436,KG,2021,12,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",56513,KG,2022,1,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",42175,KG,2022,2,1211201020
"GINSENG ROOTS, CULTIVATED, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",48756,KG,2022,3,1211201020
