E_COMMODITY_LDESC,QTY_1_MO,UNIT_QY1,YEAR,MONTH,E_COMMODITY,STATE,ALL_VAL_MO,E_COMMODITY.1
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",14084457.0,KG,2016,9,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",9063875.0,KG,2016,10,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",17442593.0,KG,2016,11,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",15243855.0,KG,2016,12,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7010814.0,KG,2017,1,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8052449.0,KG,2017,2,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",9515211.0,KG,2017,3,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7565233.0,KG,2017,4,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",16034457.0,KG,2017,5,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",17034875.0,KG,2017,6,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8911033.0,KG,2017,7,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8181798.0,KG,2017,8,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",9228599.0,KG,2017,9,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",18151469.0,KG,2017,10,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8263326.0,KG,2017,11,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7973681.0,KG,2017,12,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7362216.0,KG,2018,1,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",6851420.0,KG,2018,2,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7092282.0,KG,2018,3,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8333125.0,KG,2018,4,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",12290200.0,KG,2018,5,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",10039479.0,KG,2018,6,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",12425754.0,KG,2018,7,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",10429034.0,KG,2018,8,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",5679502.0,KG,2018,9,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7318257.0,KG,2018,10,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8450922.0,KG,2018,11,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7042766.0,KG,2018,12,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",5989634.0,KG,2019,1,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",5802144.0,KG,2019,2,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7380615.0,KG,2019,3,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",9438598.0,KG,2019,4,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7292846.0,KG,2019,5,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",12012176.0,KG,2019,6,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",18001064.0,KG,2019,7,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",12277566.0,KG,2019,8,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8710209.0,KG,2019,9,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",18658111.0,KG,2019,10,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",13979813.0,KG,2019,11,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",10299022.0,KG,2019,12,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8160816.0,KG,2020,1,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",6943850.0,KG,2020,2,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7378435.0,KG,2020,3,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",13011013.0,KG,2020,4,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",16994392.0,KG,2020,5,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8192393.0,KG,2020,6,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8081931.0,KG,2020,7,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8465306.0,KG,2020,8,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",12850530.0,KG,2020,9,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",14342571.0,KG,2020,10,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8305410.0,KG,2020,11,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7885879.0,KG,2020,12,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7055138.0,KG,2021,1,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",12254684.0,KG,2021,2,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",10137560.0,KG,2021,3,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",9469864.0,KG,2021,4,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8269195.0,KG,2021,5,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7925421.0,KG,2021,6,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",6574397.0,KG,2021,7,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",7299571.0,KG,2021,8,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",4207666.0,KG,2021,9,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",5493646.0,KG,2021,10,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",23448819.0,KG,2021,11,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8875491.0,KG,2021,12,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",17606454.0,KG,2022,1,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",8114048.0,KG,2022,2,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), CORNMEAL",10840170.0,KG,2022,3,1103130020,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1829711.0,KG,2013,1,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1598661.0,KG,2013,2,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",3531766.0,KG,2013,3,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2216552.0,KG,2013,4,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2560783.0,KG,2013,5,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1758708.0,KG,2013,6,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1456669.0,KG,2013,7,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1811756.0,KG,2013,8,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",949988.0,KG,2013,9,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1484201.0,KG,2013,10,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1251960.0,KG,2013,11,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",600273.0,KG,2013,12,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",624105.0,KG,2014,1,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",300086.0,KG,2014,2,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",192593.0,KG,2014,3,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",262248.0,KG,2014,4,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",901159.0,KG,2014,5,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",345550.0,KG,2014,6,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",351296.0,KG,2014,7,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",265116.0,KG,2014,8,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",463732.0,KG,2014,9,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",304694.0,KG,2014,10,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",359129.0,KG,2014,11,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",413750.0,KG,2014,12,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",305027.0,KG,2015,1,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",647919.0,KG,2015,2,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",615412.0,KG,2015,3,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",340644.0,KG,2015,4,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",617044.0,KG,2015,5,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",785807.0,KG,2015,6,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",730022.0,KG,2015,7,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",541872.0,KG,2015,8,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",698711.0,KG,2015,9,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",836405.0,KG,2015,10,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",346641.0,KG,2015,11,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",601737.0,KG,2015,12,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",375266.0,KG,2016,1,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",357746.0,KG,2016,2,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",461620.0,KG,2016,3,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",329232.0,KG,2016,4,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",329301.0,KG,2016,5,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",659046.0,KG,2016,6,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",500996.0,KG,2016,7,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",780452.0,KG,2016,8,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",454493.0,KG,2016,9,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",464156.0,KG,2016,10,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",608733.0,KG,2016,11,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",327908.0,KG,2016,12,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",375494.0,KG,2017,1,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",218259.0,KG,2017,2,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",735664.0,KG,2017,3,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",349403.0,KG,2017,4,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",755188.0,KG,2017,5,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",487663.0,KG,2017,6,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",318181.0,KG,2017,7,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",615230.0,KG,2017,8,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",436273.0,KG,2017,9,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",401190.0,KG,2017,10,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",461387.0,KG,2017,11,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",917562.0,KG,2017,12,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",572666.0,KG,2018,1,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",386595.0,KG,2018,2,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",652514.0,KG,2018,3,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",363192.0,KG,2018,4,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",445217.0,KG,2018,5,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",522066.0,KG,2018,6,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1502415.0,KG,2018,7,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1697348.0,KG,2018,8,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",500197.0,KG,2018,9,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",545906.0,KG,2018,10,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2023278.0,KG,2018,11,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",871232.0,KG,2018,12,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",914330.0,KG,2019,1,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",366904.0,KG,2019,2,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",469340.0,KG,2019,3,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",609522.0,KG,2019,4,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",490701.0,KG,2019,5,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",693603.0,KG,2019,6,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",526655.0,KG,2019,7,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",608934.0,KG,2019,8,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",525099.0,KG,2019,9,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",524055.0,KG,2019,10,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",616184.0,KG,2019,11,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",419971.0,KG,2019,12,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",562099.0,KG,2020,1,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",652753.0,KG,2020,2,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",708420.0,KG,2020,3,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",684130.0,KG,2020,4,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",665724.0,KG,2020,5,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",607571.0,KG,2020,6,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",975914.0,KG,2020,7,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1658343.0,KG,2020,8,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1881976.0,KG,2020,9,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1973211.0,KG,2020,10,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2435311.0,KG,2020,11,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1962241.0,KG,2020,12,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1723853.0,KG,2021,1,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1174653.0,KG,2021,2,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2339079.0,KG,2021,3,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1672537.0,KG,2021,4,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2473791.0,KG,2021,5,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2940372.0,KG,2021,6,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2065367.0,KG,2021,7,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2527957.0,KG,2021,8,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2134380.0,KG,2021,9,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",1323504.0,KG,2021,10,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2259339.0,KG,2021,11,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2887866.0,KG,2021,12,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2146989.0,KG,2022,1,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2220016.0,KG,2022,2,1103130060,,,
"GROATS AND MEAL OF CORN (MAIZE), NESOI",2833977.0,KG,2022,3,1103130060,,,
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,-,5847692.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,AZ,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,CA,30132.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,FL,245358.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,GA,89257.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,IA,39762.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,IL,1286976.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,IN,445890.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,KS,231217.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,MD,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,MI,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,MN,118629.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,MO,2388846.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,MS,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,MT,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,NC,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,ND,5117.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,NE,92556.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,NJ,146567.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,NY,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,OK,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,OR,39388.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,PA,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,PR,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,SC,17854.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,TN,164885.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,TX,448137.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,WA,11732.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,WI,15499.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2013,8,110313,XX,29890.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,IA,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,-,15655794.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,AZ,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,CA,13265.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,FL,579757.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,GA,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,IL,1059614.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,IN,437401.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,KS,1515712.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,KY,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,MI,8970.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,MN,55646.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,MO,238623.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,MS,7742.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,ND,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,NE,162139.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,NJ,10608734.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,NY,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,OH,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,OK,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,OR,2828.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,PR,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,SC,22522.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,TN,0.0,110313.0
GROATS AND MEAL OF CORN (MAIZE),,,2021,11,110313,TX,173241.0,110313.0
