STATE,ALL_VAL_MO,E_COMMODITY,E_COMMODITY_LDESC,YEAR,MONTH,E_COMMODITY
AR,9580,120110,SOYBEAN SEED,2013,10,120110
AZ,33418,120110,SOYBEAN SEED,2013,10,120110
CA,4376,120110,SOYBEAN SEED,2013,10,120110
IN,0,120110,SOYBEAN SEED,2013,10,120110
IA,170000,120110,SOYBEAN SEED,2013,10,120110
ID,0,120110,SOYBEAN SEED,2013,10,120110
IL,26795,120110,SOYBEAN SEED,2013,10,120110
MD,0,120110,SOYBEAN SEED,2013,10,120110
ME,34040,120110,SOYBEAN SEED,2013,10,120110
MI,0,120110,SOYBEAN SEED,2013,10,120110
MN,0,120110,SOYBEAN SEED,2013,10,120110
MO,339483,120110,SOYBEAN SEED,2013,10,120110
NC,0,120110,SOYBEAN SEED,2013,10,120110
ND,0,120110,SOYBEAN SEED,2013,10,120110
NE,0,120110,SOYBEAN SEED,2013,10,120110
NY,29240,120110,SOYBEAN SEED,2013,10,120110
OH,81079,120110,SOYBEAN SEED,2013,10,120110
PA,14400,120110,SOYBEAN SEED,2013,10,120110
SD,0,120110,SOYBEAN SEED,2013,10,120110
TX,239199,120110,SOYBEAN SEED,2013,10,120110
VT,0,120110,SOYBEAN SEED,2013,10,120110
WI,0,120110,SOYBEAN SEED,2013,10,120110
XX,0,120110,SOYBEAN SEED,2013,10,120110
FL,13320,120110,SOYBEAN SEED,2018,09,120110
-,1475069,120110,SOYBEAN SEED,2018,09,120110
AR,0,120110,SOYBEAN SEED,2018,09,120110
CA,0,120110,SOYBEAN SEED,2018,09,120110
CO,0,120110,SOYBEAN SEED,2018,09,120110
DE,0,120110,SOYBEAN SEED,2018,09,120110
IA,0,120110,SOYBEAN SEED,2018,09,120110
ID,0,120110,SOYBEAN SEED,2018,09,120110
IL,512405,120110,SOYBEAN SEED,2018,09,120110
IN,0,120110,SOYBEAN SEED,2018,09,120110
KS,0,120110,SOYBEAN SEED,2018,09,120110
MD,0,120110,SOYBEAN SEED,2018,09,120110
MI,44790,120110,SOYBEAN SEED,2018,09,120110
MN,6655,120110,SOYBEAN SEED,2018,09,120110
MO,264424,120110,SOYBEAN SEED,2018,09,120110
NC,0,120110,SOYBEAN SEED,2018,09,120110
ND,0,120110,SOYBEAN SEED,2018,09,120110
NE,0,120110,SOYBEAN SEED,2018,09,120110
NJ,0,120110,SOYBEAN SEED,2018,09,120110
NY,0,120110,SOYBEAN SEED,2018,09,120110
OH,0,120110,SOYBEAN SEED,2018,09,120110
OR,0,120110,SOYBEAN SEED,2018,09,120110
PA,0,120110,SOYBEAN SEED,2018,09,120110
PR,0,120110,SOYBEAN SEED,2018,09,120110
SC,0,120110,SOYBEAN SEED,2018,09,120110
TN,0,120110,SOYBEAN SEED,2018,09,120110
TX,633475,120110,SOYBEAN SEED,2018,09,120110
VA,0,120110,SOYBEAN SEED,2018,09,120110
WA,0,120110,SOYBEAN SEED,2018,09,120110
WI,0,120110,SOYBEAN SEED,2018,09,120110
XX,0,120110,SOYBEAN SEED,2018,09,120110
IA,38028,120110,SOYBEAN SEED,2020,07,120110
-,724496,120110,SOYBEAN SEED,2020,07,120110
AL,0,120110,SOYBEAN SEED,2020,07,120110
AR,13200,120110,SOYBEAN SEED,2020,07,120110
CA,40483,120110,SOYBEAN SEED,2020,07,120110
FL,39655,120110,SOYBEAN SEED,2020,07,120110
IL,0,120110,SOYBEAN SEED,2020,07,120110
IN,0,120110,SOYBEAN SEED,2020,07,120110
KS,226342,120110,SOYBEAN SEED,2020,07,120110
MA,0,120110,SOYBEAN SEED,2020,07,120110
MI,0,120110,SOYBEAN SEED,2020,07,120110
MN,2952,120110,SOYBEAN SEED,2020,07,120110
MO,0,120110,SOYBEAN SEED,2020,07,120110
NC,0,120110,SOYBEAN SEED,2020,07,120110
ND,0,120110,SOYBEAN SEED,2020,07,120110
NJ,0,120110,SOYBEAN SEED,2020,07,120110
NY,336397,120110,SOYBEAN SEED,2020,07,120110
OH,0,120110,SOYBEAN SEED,2020,07,120110
PA,0,120110,SOYBEAN SEED,2020,07,120110
PR,0,120110,SOYBEAN SEED,2020,07,120110
SD,0,120110,SOYBEAN SEED,2020,07,120110
TX,27439,120110,SOYBEAN SEED,2020,07,120110
VA,0,120110,SOYBEAN SEED,2020,07,120110
WA,0,120110,SOYBEAN SEED,2020,07,120110
WI,0,120110,SOYBEAN SEED,2020,07,120110
XX,0,120110,SOYBEAN SEED,2020,07,120110
IN,209134,120110,SOYBEAN SEED,2016,03,120110
-,3431683,120110,SOYBEAN SEED,2016,03,120110
CA,40287,120110,SOYBEAN SEED,2016,03,120110
FL,4480,120110,SOYBEAN SEED,2016,03,120110
IA,1146147,120110,SOYBEAN SEED,2016,03,120110
IL,112254,120110,SOYBEAN SEED,2016,03,120110
MI,431574,120110,SOYBEAN SEED,2016,03,120110
MN,277820,120110,SOYBEAN SEED,2016,03,120110
MO,42000,120110,SOYBEAN SEED,2016,03,120110
NC,18105,120110,SOYBEAN SEED,2016,03,120110
ND,695105,120110,SOYBEAN SEED,2016,03,120110
NJ,0,120110,SOYBEAN SEED,2016,03,120110
NY,0,120110,SOYBEAN SEED,2016,03,120110
OH,441232,120110,SOYBEAN SEED,2016,03,120110
TX,0,120110,SOYBEAN SEED,2016,03,120110
VA,0,120110,SOYBEAN SEED,2016,03,120110
XX,13545,120110,SOYBEAN SEED,2016,03,120110
-,5433705,120110,SOYBEAN SEED,2014,08,120110
CA,0,120110,SOYBEAN SEED,2014,08,120110
FL,0,120110,SOYBEAN SEED,2014,08,120110
ME,9270,120110,SOYBEAN SEED,2014,08,120110
IA,231554,120110,SOYBEAN SEED,2014,08,120110
IL,577499,120110,SOYBEAN SEED,2014,08,120110
IN,0,120110,SOYBEAN SEED,2014,08,120110
MI,32739,120110,SOYBEAN SEED,2014,08,120110
MN,1125194,120110,SOYBEAN SEED,2014,08,120110
MO,687072,120110,SOYBEAN SEED,2014,08,120110
NC,248166,120110,SOYBEAN SEED,2014,08,120110
ND,19425,120110,SOYBEAN SEED,2014,08,120110
NE,0,120110,SOYBEAN SEED,2014,08,120110
NY,0,120110,SOYBEAN SEED,2014,08,120110
OH,0,120110,SOYBEAN SEED,2014,08,120110
PA,0,120110,SOYBEAN SEED,2014,08,120110
SD,0,120110,SOYBEAN SEED,2014,08,120110
TX,2420265,120110,SOYBEAN SEED,2014,08,120110
WA,82521,120110,SOYBEAN SEED,2014,08,120110
XX,0,120110,SOYBEAN SEED,2014,08,120110
FL,0,120110,SOYBEAN SEED,2020,11,120110
-,21640626,120110,SOYBEAN SEED,2020,11,120110
AL,0,120110,SOYBEAN SEED,2020,11,120110
AR,156988,120110,SOYBEAN SEED,2020,11,120110
AZ,27500,120110,SOYBEAN SEED,2020,11,120110
CA,12110,120110,SOYBEAN SEED,2020,11,120110
GA,13824,120110,SOYBEAN SEED,2020,11,120110
IA,5712836,120110,SOYBEAN SEED,2020,11,120110
IL,1056812,120110,SOYBEAN SEED,2020,11,120110
IN,3339,120110,SOYBEAN SEED,2020,11,120110
KS,0,120110,SOYBEAN SEED,2020,11,120110
MA,0,120110,SOYBEAN SEED,2020,11,120110
MI,0,120110,SOYBEAN SEED,2020,11,120110
MN,84527,120110,SOYBEAN SEED,2020,11,120110
MO,18915,120110,SOYBEAN SEED,2020,11,120110
NC,74625,120110,SOYBEAN SEED,2020,11,120110
ND,2537717,120110,SOYBEAN SEED,2020,11,120110
NJ,0,120110,SOYBEAN SEED,2020,11,120110
NV,0,120110,SOYBEAN SEED,2020,11,120110
NY,810147,120110,SOYBEAN SEED,2020,11,120110
OH,10935085,120110,SOYBEAN SEED,2020,11,120110
PA,0,120110,SOYBEAN SEED,2020,11,120110
PR,0,120110,SOYBEAN SEED,2020,11,120110
SD,0,120110,SOYBEAN SEED,2020,11,120110
TX,0,120110,SOYBEAN SEED,2020,11,120110
VA,196201,120110,SOYBEAN SEED,2020,11,120110
WA,0,120110,SOYBEAN SEED,2020,11,120110
WI,0,120110,SOYBEAN SEED,2020,11,120110
XX,0,120110,SOYBEAN SEED,2020,11,120110
IL,119577,120110,SOYBEAN SEED,2013,04,120110
-,5886328,120110,SOYBEAN SEED,2013,04,120110
AZ,0,120110,SOYBEAN SEED,2013,04,120110
CA,4627,120110,SOYBEAN SEED,2013,04,120110
IA,1211219,120110,SOYBEAN SEED,2013,04,120110
ID,6050,120110,SOYBEAN SEED,2013,04,120110
MI,865888,120110,SOYBEAN SEED,2013,04,120110
MN,892348,120110,SOYBEAN SEED,2013,04,120110
MO,321257,120110,SOYBEAN SEED,2013,04,120110
NC,0,120110,SOYBEAN SEED,2013,04,120110
ND,1845500,120110,SOYBEAN SEED,2013,04,120110
NY,40492,120110,SOYBEAN SEED,2013,04,120110
OH,558421,120110,SOYBEAN SEED,2013,04,120110
TX,0,120110,SOYBEAN SEED,2013,04,120110
VT,0,120110,SOYBEAN SEED,2013,04,120110
WI,0,120110,SOYBEAN SEED,2013,04,120110
XX,20949,120110,SOYBEAN SEED,2013,04,120110
IL,234561,120110,SOYBEAN SEED,2016,04,120110
-,3913338,120110,SOYBEAN SEED,2016,04,120110
CA,4250,120110,SOYBEAN SEED,2016,04,120110
CT,3000,120110,SOYBEAN SEED,2016,04,120110
FL,14505,120110,SOYBEAN SEED,2016,04,120110
IA,1475540,120110,SOYBEAN SEED,2016,04,120110
IN,0,120110,SOYBEAN SEED,2016,04,120110
MI,252338,120110,SOYBEAN SEED,2016,04,120110
MN,332480,120110,SOYBEAN SEED,2016,04,120110
MO,0,120110,SOYBEAN SEED,2016,04,120110
NC,0,120110,SOYBEAN SEED,2016,04,120110
ND,683496,120110,SOYBEAN SEED,2016,04,120110
NJ,0,120110,SOYBEAN SEED,2016,04,120110
NY,0,120110,SOYBEAN SEED,2016,04,120110
OH,230864,120110,SOYBEAN SEED,2016,04,120110
PA,385633,120110,SOYBEAN SEED,2016,04,120110
TX,274093,120110,SOYBEAN SEED,2016,04,120110
VA,0,120110,SOYBEAN SEED,2016,04,120110
XX,22578,120110,SOYBEAN SEED,2016,04,120110
NJ,4523,120110,SOYBEAN SEED,2015,01,120110
-,7632112,120110,SOYBEAN SEED,2015,01,120110
IA,2946758,120110,SOYBEAN SEED,2015,01,120110
MN,2346335,120110,SOYBEAN SEED,2015,01,120110
MO,269247,120110,SOYBEAN SEED,2015,01,120110
ND,1469923,120110,SOYBEAN SEED,2015,01,120110
NY,222064,120110,SOYBEAN SEED,2015,01,120110
OH,358898,120110,SOYBEAN SEED,2015,01,120110
TX,14364,120110,SOYBEAN SEED,2015,01,120110
-,6807724,120110,SOYBEAN SEED,2018,12,120110
AR,9124,120110,SOYBEAN SEED,2018,12,120110
CA,34750,120110,SOYBEAN SEED,2018,12,120110
CO,0,120110,SOYBEAN SEED,2018,12,120110
DE,0,120110,SOYBEAN SEED,2018,12,120110
FL,3330,120110,SOYBEAN SEED,2018,12,120110
GA,203969,120110,SOYBEAN SEED,2018,12,120110
IA,2134453,120110,SOYBEAN SEED,2018,12,120110
ID,0,120110,SOYBEAN SEED,2018,12,120110
IL,513143,120110,SOYBEAN SEED,2018,12,120110
IN,100973,120110,SOYBEAN SEED,2018,12,120110
KS,0,120110,SOYBEAN SEED,2018,12,120110
MD,0,120110,SOYBEAN SEED,2018,12,120110
MI,0,120110,SOYBEAN SEED,2018,12,120110
MN,637543,120110,SOYBEAN SEED,2018,12,120110
MO,0,120110,SOYBEAN SEED,2018,12,120110
NC,0,120110,SOYBEAN SEED,2018,12,120110
ND,2877297,120110,SOYBEAN SEED,2018,12,120110
NE,0,120110,SOYBEAN SEED,2018,12,120110
NJ,0,120110,SOYBEAN SEED,2018,12,120110
NY,0,120110,SOYBEAN SEED,2018,12,120110
OH,0,120110,SOYBEAN SEED,2018,12,120110
OR,0,120110,SOYBEAN SEED,2018,12,120110
PA,0,120110,SOYBEAN SEED,2018,12,120110
PR,0,120110,SOYBEAN SEED,2018,12,120110
SC,0,120110,SOYBEAN SEED,2018,12,120110
TN,0,120110,SOYBEAN SEED,2018,12,120110
TX,0,120110,SOYBEAN SEED,2018,12,120110
VA,100505,120110,SOYBEAN SEED,2018,12,120110
WA,192637,120110,SOYBEAN SEED,2018,12,120110
WI,0,120110,SOYBEAN SEED,2018,12,120110
XX,0,120110,SOYBEAN SEED,2018,12,120110
IA,21840,120110,SOYBEAN SEED,2019,09,120110
-,2058950,120110,SOYBEAN SEED,2019,09,120110
AR,0,120110,SOYBEAN SEED,2019,09,120110
CA,21925,120110,SOYBEAN SEED,2019,09,120110
FL,53215,120110,SOYBEAN SEED,2019,09,120110
GA,0,120110,SOYBEAN SEED,2019,09,120110
IL,0,120110,SOYBEAN SEED,2019,09,120110
IN,0,120110,SOYBEAN SEED,2019,09,120110
KS,0,120110,SOYBEAN SEED,2019,09,120110
MI,0,120110,SOYBEAN SEED,2019,09,120110
MN,0,120110,SOYBEAN SEED,2019,09,120110
MO,180000,120110,SOYBEAN SEED,2019,09,120110
NC,5480,120110,SOYBEAN SEED,2019,09,120110
ND,0,120110,SOYBEAN SEED,2019,09,120110
NY,0,120110,SOYBEAN SEED,2019,09,120110
OH,0,120110,SOYBEAN SEED,2019,09,120110
OR,0,120110,SOYBEAN SEED,2019,09,120110
PA,0,120110,SOYBEAN SEED,2019,09,120110
PR,0,120110,SOYBEAN SEED,2019,09,120110
SC,0,120110,SOYBEAN SEED,2019,09,120110
SD,0,120110,SOYBEAN SEED,2019,09,120110
TX,1776490,120110,SOYBEAN SEED,2019,09,120110
VA,0,120110,SOYBEAN SEED,2019,09,120110
WA,0,120110,SOYBEAN SEED,2019,09,120110
WI,0,120110,SOYBEAN SEED,2019,09,120110
XX,0,120110,SOYBEAN SEED,2019,09,120110
FL,0,120110,SOYBEAN SEED,2017,07,120110
-,7613555,120110,SOYBEAN SEED,2017,07,120110
AL,0,120110,SOYBEAN SEED,2017,07,120110
AR,0,120110,SOYBEAN SEED,2017,07,120110
AZ,13365,120110,SOYBEAN SEED,2017,07,120110
CA,190849,120110,SOYBEAN SEED,2017,07,120110
IA,144000,120110,SOYBEAN SEED,2017,07,120110
IL,140491,120110,SOYBEAN SEED,2017,07,120110
KS,278975,120110,SOYBEAN SEED,2017,07,120110
MI,0,120110,SOYBEAN SEED,2017,07,120110
MN,17733,120110,SOYBEAN SEED,2017,07,120110
NC,0,120110,SOYBEAN SEED,2017,07,120110
ND,0,120110,SOYBEAN SEED,2017,07,120110
NJ,0,120110,SOYBEAN SEED,2017,07,120110
PR,0,120110,SOYBEAN SEED,2017,07,120110
NY,3721448,120110,SOYBEAN SEED,2017,07,120110
OH,1136773,120110,SOYBEAN SEED,2017,07,120110
PA,0,120110,SOYBEAN SEED,2017,07,120110
SD,0,120110,SOYBEAN SEED,2017,07,120110
TX,1259769,120110,SOYBEAN SEED,2017,07,120110
VA,600000,120110,SOYBEAN SEED,2017,07,120110
WA,11518,120110,SOYBEAN SEED,2017,07,120110
WI,98634,120110,SOYBEAN SEED,2017,07,120110
XX,0,120110,SOYBEAN SEED,2017,07,120110
MI,805320,120110,SOYBEAN SEED,2013,03,120110
-,3711431,120110,SOYBEAN SEED,2013,03,120110
AZ,0,120110,SOYBEAN SEED,2013,03,120110
CA,0,120110,SOYBEAN SEED,2013,03,120110
IA,145995,120110,SOYBEAN SEED,2013,03,120110
IL,203147,120110,SOYBEAN SEED,2013,03,120110
MN,811461,120110,SOYBEAN SEED,2013,03,120110
MO,144317,120110,SOYBEAN SEED,2013,03,120110
NC,0,120110,SOYBEAN SEED,2013,03,120110
ND,1100235,120110,SOYBEAN SEED,2013,03,120110
NY,31590,120110,SOYBEAN SEED,2013,03,120110
OH,462330,120110,SOYBEAN SEED,2013,03,120110
TX,0,120110,SOYBEAN SEED,2013,03,120110
VT,0,120110,SOYBEAN SEED,2013,03,120110
WI,0,120110,SOYBEAN SEED,2013,03,120110
XX,7036,120110,SOYBEAN SEED,2013,03,120110
IL,549584,120110,SOYBEAN SEED,2018,02,120110
-,5411980,120110,SOYBEAN SEED,2018,02,120110
AR,90000,120110,SOYBEAN SEED,2018,02,120110
CA,22050,120110,SOYBEAN SEED,2018,02,120110
FL,22590,120110,SOYBEAN SEED,2018,02,120110
IA,1164120,120110,SOYBEAN SEED,2018,02,120110
KS,508685,120110,SOYBEAN SEED,2018,02,120110
MI,316000,120110,SOYBEAN SEED,2018,02,120110
MN,354757,120110,SOYBEAN SEED,2018,02,120110
MO,415000,120110,SOYBEAN SEED,2018,02,120110
ND,407254,120110,SOYBEAN SEED,2018,02,120110
NY,25905,120110,SOYBEAN SEED,2018,02,120110
OH,643150,120110,SOYBEAN SEED,2018,02,120110
OR,0,120110,SOYBEAN SEED,2018,02,120110
TN,15000,120110,SOYBEAN SEED,2018,02,120110
TX,0,120110,SOYBEAN SEED,2018,02,120110
VA,213645,120110,SOYBEAN SEED,2018,02,120110
WA,661337,120110,SOYBEAN SEED,2018,02,120110
XX,2903,120110,SOYBEAN SEED,2018,02,120110
-,8872262,120110,SOYBEAN SEED,2019,11,120110
AR,27766,120110,SOYBEAN SEED,2019,11,120110
CA,0,120110,SOYBEAN SEED,2019,11,120110
FL,26729,120110,SOYBEAN SEED,2019,11,120110
GA,0,120110,SOYBEAN SEED,2019,11,120110
IA,6296759,120110,SOYBEAN SEED,2019,11,120110
IL,128794,120110,SOYBEAN SEED,2019,11,120110
IN,0,120110,SOYBEAN SEED,2019,11,120110
KS,0,120110,SOYBEAN SEED,2019,11,120110
MI,0,120110,SOYBEAN SEED,2019,11,120110
MN,1025913,120110,SOYBEAN SEED,2019,11,120110
MO,2640,120110,SOYBEAN SEED,2019,11,120110
NC,0,120110,SOYBEAN SEED,2019,11,120110
ND,0,120110,SOYBEAN SEED,2019,11,120110
NY,0,120110,SOYBEAN SEED,2019,11,120110
OH,205125,120110,SOYBEAN SEED,2019,11,120110
OR,0,120110,SOYBEAN SEED,2019,11,120110
PA,0,120110,SOYBEAN SEED,2019,11,120110
PR,0,120110,SOYBEAN SEED,2019,11,120110
SC,0,120110,SOYBEAN SEED,2019,11,120110
SD,0,120110,SOYBEAN SEED,2019,11,120110
